,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,star_power
321,The Blind Side,29000000,12.753109,2009,"368,599,368.82",129,7.2,1626,1
322,Law Abiding Citizen,53000000,16.639047,2009,"151,024,795.52",109,7.2,1522,1
323,The Lego Batman Movie,80000000,17.070748000000002,2017,"325,441,506.28",104,7.2,1473,0
324,Bridge of Spies,40000000,13.707888,2015,"178,535,078.41",141,7.2,2633,1
325,Zombieland,23600000,11.063029,2009,"122,058,164.93",88,7.2,3655,1
326,(500) Days of Summer,7500000,16.376657,2009,"72,386,028.36",95,7.2,2993,0
327,The Hangover,35000000,23.947351,2009,"547,484,835.80",100,7.2,6324,1
328,Brooklyn,11000000,7.991613,2015,"66,974,131.87",111,7.2,1235,1
329,Nocturnal Animals,22500000,18.908782,2016,"31,166,610.31",116,7.2,1990,1
330,Taken,25000000,16.367481,2008,"269,394,223.12",93,7.2,4444,1
331,Hell or High Water,12000000,12.565896,2016,"40,048,262.45",102,7.2,1304,0
332,Gone Baby Gone,19000000,6.148516000000001,2007,"42,702,638.85",113,7.2,1034,1
333,Stardust,70000000,14.784525,2007,"167,210,316.68",127,7.2,1215,1
334,Arrival,47000000,30.83786,2016,"216,693,163.17",113,7.2,5729,1
335,Scott Pilgrim vs. the World,60000000,13.793301000000001,2010,"55,881,832.81",112,7.2,2185,1
336,The Hurt Locker,15000000,9.403724,2008,"49,881,096.14",131,7.2,1881,1
337,The Devil's Advocate,57000000,10.920124000000001,1997,"243,663,237.15",144,7.2,1414,1
338,A Nightmare on Elm Street,1800000,13.694713,1984,"62,767,121.98",91,7.2,1212,1
339,Contact,90000000,14.374866,1997,"272,619,739.10",150,7.2,1338,1
340,Black Hawk Down,92000000,10.064446,2001,"249,765,408.02",144,7.2,1832,1
341,Interview with the Vampire,60000000,11.970205,1994,"385,904,455.23",123,7.2,1558,1
342,Fear and Loathing in Las Vegas,18500000,9.220346000000001,1998,"16,754,271.89",118,7.2,1321,1
343,Ocean's Eleven,85000000,12.114932000000001,2001,"650,753,107.03",116,7.2,3857,1
344,First Blood,15000000,14.778884,1982,"331,781,757.02",93,7.2,1523,1
345,Grease,6000000,7.8548990000000005,1978,"713,033,450.75",110,7.2,1633,1
346,The Fugitive,44000000,10.089369999999999,1993,"652,744,164.93",130,7.2,1240,2
347,Close Encounters of the Third Kind,20000000,10.610446000000001,1977,"1,281,827,623.26",135,7.2,1122,1
348,The Emperor's New Groove,100000000,12.297375,2000,"251,434,898.76",78,7.2,1544,1
349,Goldfinger,2500000,13.788839999999999,1964,"1,030,067,340.43",110,7.2,1005,1
350,Who Framed Roger Rabbit,70000000,16.78596,1988,"712,856,061.37",104,7.2,1466,1
351,The Little Mermaid,40000000,17.496832,1989,"458,404,112.90",83,7.2,1921,0
352,Enemy at the Gates,68000000,10.704813,2001,"140,015,992.32",131,7.2,1023,1
353,Home Alone,18000000,0.702543,1990,"932,580,500.36",103,7.1,2487,1
354,Mission: Impossible - Rogue Nation,150000000,17.836882,2015,"736,168,002.29",131,7.1,3274,0
355,The Social Network,40000000,16.972995,2010,"263,696,123.55",120,7.1,3492,1
356,The Illusionist,40000000,11.494009,2006,"110,238,937.73",110,7.1,1657,1
357,The Naked Gun: From the Files of Police Squad!,12000000,15.698222,1988,"170,227,848.34",85,7.1,1020,1
358,Tarzan,150000000,12.453452,1999,"687,596,638.66",88,7.1,1715,0
359,Despicable Me,69000000,22.274502,2010,"637,214,699.52",95,7.1,6595,1
360,Beetlejuice,15000000,10.627364,1988,"158,492,210.45",92,7.1,1475,1
361,Nerve,19000000,14.9837,2016,"90,817,710.53",96,7.1,2262,1
362,The Intern,35000000,15.651704999999998,2015,"209,916,399.28",121,7.1,1926,1
363,Back to the Future Part III,40000000,13.043999000000001,1990,"478,390,994.44",118,7.1,2978,1
364,The Fly,15000000,13.534589000000002,1986,"141,449,598.14",96,7.1,1038,1
365,Identity,30000000,17.955897,2003,"125,431,322.58",90,7.1,1090,1
366,Kick-Ass,28000000,17.26045,2010,"112,771,675.82",117,7.1,4747,1
367,The Jungle Book,4000000,22.845448,1967,"1,575,874,598.46",78,7.1,1791,0
368,Gangs of New York,100000000,14.922398999999999,2002,"275,417,616.86",167,7.1,1964,1
369,28 Days Later,5000000,17.656951,2002,"117,573,510.81",113,7.1,1816,1
370,Indiana Jones and the Temple of Doom,28000000,15.802306,1984,"819,519,730.51",118,7.1,2841,1
371,The Aristocats,4000000,9.834047,1970,"366,911,423.06",78,7.1,1287,0
372,The Equalizer,55000000,17.618057,2014,"207,769,200.28",132,7.1,2997,1
373,Perfume: The Story of a Murderer,50000000,10.297303999999999,2006,"167,651,332.30",147,7.1,1198,0
374,The Godfather: Part III,54000000,17.185349,1990,"267,567,575.01",162,7.1,1589,0
375,The Man from U.N.C.L.E.,75000000,14.656875,2015,"116,678,077.52",116,7.1,2306,0
376,Dirty Dancing,6000000,14.044122,1987,"481,585,456.53",100,7.1,1371,1
377,Star Wars: Episode III - Revenge of the Sith,113000000,13.165420999999998,2005,"1,112,877,624.17",140,7.1,4200,1
378,Minority Report,102000000,20.666063,2002,"509,371,635.23",145,7.1,2663,1
379,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,2
380,RoboCop,13000000,13.485582999999998,1987,"119,296,654.93",102,7.1,1494,0
381,Captain America: Civil War,250000000,145.882135,2016,"1,228,749,830.71",147,7.1,7462,1
382,X-Men: First Class,160000000,0.738633,2011,"402,052,861.30",132,7.1,5252,1
383,Fast Five,125000000,1.420361,2011,"711,887,076.47",130,7.1,2491,1
384,Eyes Wide Shut,65000000,13.268483999999999,1999,"248,779,843.25",159,7.1,1266,1
385,Total Recall,65000000,12.954444,1990,"511,239,421.57",113,7.1,1745,2
386,Source Code,32000000,9.796961999999999,2011,"167,509,873.82",93,7.1,2752,1
387,Argo,44500000,14.238234,2012,"258,733,795.86",120,7.1,3473,1
388,Wreck-It Ralph,165000000,13.697597,2012,"524,789,602.43",108,7.1,4656,0
389,The Hobbit: The Battle of the Five Armies,250000000,31.718977000000002,2014,"1,032,759,863.93",144,7.1,4884,0
390,The Terminal,60000000,14.092373,2004,"297,008,957.67",128,7.1,1974,1
391,Lilo & Stitch,80000000,18.469238,2002,"207,191,659.00",85,7.1,1371,0
392,Airplane!,3500000,13.063203,1980,"258,969,295.17",88,7.1,1104,0
393,Limitless,27000000,12.114955,2011,"184,014,698.28",105,7.1,3888,1
394,Rise of the Guardians,145000000,10.943775,2012,"341,833,558.45",97,7.1,1981,1
395,Ice Age,59000000,17.328902,2002,"544,740,687.47",81,7.1,3954,0
396,Doctor Strange,165000000,43.847654,2016,"722,052,473.34",115,7.1,5880,1
397,Sweeney Todd: The Demon Barber of Fleet Street,50000000,10.038401,2007,"187,488,663.77",116,7.0,1745,1
398,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7.0,1557,1
399,P.S. I Love You,30000000,10.304881,2007,"193,452,948.30",126,7.0,1011,1
400,Maleficent,180000000,19.467404000000002,2014,"819,428,065.16",97,7.0,4607,1
401,The Bucket List,45000000,9.070642999999999,2007,"216,318,131.99",97,7.0,1138,1
402,Juno,7500000,11.791591,2007,"285,441,109.64",96,7.0,2313,1
403,Ant-Man,130000000,26.882388,2015,"560,287,212.87",117,7.0,6029,1
404,22 Jump Street,50000000,10.901496,2014,"203,567,894.80",112,7.0,3375,1
405,Superbad,20000000,16.205105,2007,"149,822,223.29",113,7.0,2152,1
406,Scream,14000000,13.326443,1996,"282,014,223.89",111,7.0,1520,0
407,Bridge to Terabithia,60000000,8.460206,2007,"169,710,622.33",96,7.0,1146,0
408,Lethal Weapon,15000000,13.183804,1987,"270,571,851.88",110,7.0,1367,1
409,300,65000000,18.108407999999997,2006,"536,019,266.56",117,7.0,5092,1
410,Watchmen,130000000,16.551503,2009,"220,842,526.59",163,7.0,2892,1
411,Sunshine,50000000,12.715571,2007,"39,493,257.25",107,7.0,1210,2
412,The Maze Runner,34000000,76.93789,2014,"376,279,630.16",113,7.0,5540,0
413,John Wick,20000000,183.870374,2014,"95,886,593.65",101,7.0,5499,1
414,Peter Pan,4000000,16.861532999999998,1953,"833,931,688.83",77,7.0,1380,0
415,War Horse,66000000,8.166363,2011,"201,905,084.75",146,7.0,1016,0
416,The NeverEnding Story,27000000,14.225919000000001,1984,"49,611,233.93",102,7.0,1031,0
417,Split,9000000,28.920839,2016,"295,037,312.04",117,7.0,4461,1
418,Monsters University,200000000,16.267502,2013,"816,000,821.93",104,7.0,3622,1
419,Pretty Woman,14000000,13.348451,1990,"905,807,957.15",119,7.0,1807,1
420,127 Hours,18000000,11.176797,2010,"41,846,307.40",94,7.0,2668,1
421,Mud,10000000,7.881578999999999,2013,"23,690,879.36",130,7.0,1080,1
422,The Impossible,42000000,10.027434,2012,"200,766,956.67",113,7.0,2071,1
423,The Hobbit: An Unexpected Journey,250000000,23.25308900000001,2012,"1,137,178,494.50",169,7.0,8427,1
424,The Aviator,116000000,9.86738,2004,"138,069,878.24",170,7.0,1526,1
425,Silver Linings Playbook,21000000,14.488110999999998,2012,"229,126,259.45",122,7.0,4840,1
426,Love Actually,40000000,10.586815,2003,"340,375,285.69",135,7.0,1917,0
427,"Crazy, Stupid, Love.",50000000,10.246172999999999,2011,"162,414,633.49",118,7.0,2522,1
428,Blue Jasmine,18000000,12.61244,2013,"108,871,369.85",98,7.0,1126,1
429,One Day,15000000,11.239011999999999,2011,"67,522,801.33",107,7.0,1006,1
430,Collateral,65000000,13.455112,2004,"294,771,462.20",120,7.0,1476,1
431,The Vow,30000000,9.524298,2012,"218,408,081.66",104,7.0,1328,1
432,Rise of the Planet of the Apes,93000000,41.613762,2011,"548,987,769.25",105,7.0,4452,1
433,Moneyball,50000000,15.785663000000001,2011,"125,298,930.33",133,7.0,1409,1
434,50/50,8000000,11.869481,2011,"44,554,540.30",100,7.0,1287,1
435,Robin Hood,15000000,11.179855,1973,"184,613,482.25",83,7.0,1155,2
436,Sherlock Holmes: A Game of Shadows,125000000,18.695329,2011,"380,440,442.42",129,7.0,3971,1
437,Hugo,170000000,14.046164000000001,2011,"211,211,337.98",126,7.0,2197,1
438,Despicable Me 2,76000000,24.82355,2013,"1,065,338,257.49",98,7.0,4729,1
439,The Town,37000000,13.081203,2010,"180,579,931.11",125,7.0,1516,1
440,Sully,60000000,18.275689,2016,"254,069,947.66",96,7.0,2106,1
441,Snowden,40000000,14.384554,2016,"39,718,135.63",134,7.0,1285,1
442,Pirates of the Caribbean: Dead Man's Chest,200000000,29.455314,2006,"1,351,633,005.60",151,7.0,5380,1
443,The Devil Wears Prada,35000000,13.102383999999999,2006,"414,182,116.75",109,7.0,3198,1
444,Batman,35000000,19.10673,1989,"848,241,289.25",126,7.0,2145,0
445,The Secret Life of Walter Mitty,90000000,8.684892,2013,"206,462,190.71",114,7.0,3213,0
446,Invictus,60000000,9.109838,2009,"145,712,011.12",134,7.0,1150,1
447,Mrs. Doubtfire,25000000,11.16553,1993,"780,878,062.71",125,7.0,1638,1
448,Lord of War,42000000,8.745216000000001,2005,"31,589,875.84",122,7.0,1356,1
449,Sherlock Holmes,90000000,15.68604,2009,"624,681,273.75",128,7.0,5883,1
450,The Nice Guys,50000000,16.075615,2016,"66,895,613.93",116,7.0,2382,1
451,The Conjuring 2,40000000,14.767317000000002,2016,"341,114,462.69",134,7.0,2018,1
452,Notting Hill,42000000,9.874042999999999,1999,"558,502,945.17",124,7.0,1309,1
453,Big,18000000,9.562292,1988,"327,825,067.72",104,6.9,1022,1
454,Jumanji,65000000,17.015539,1995,"440,926,880.38",104,6.9,2413,1
455,Divergent,85000000,21.572585,2014,"311,925,799.54",139,6.9,4784,1
456,Cube,250000,12.095263000000001,1997,"799,469.55",90,6.9,1101,0
457,Sleepy Hollow,100000000,11.072361,1999,"316,281,410.93",105,6.9,1774,1
458,Marley & Me,60000000,9.729747999999999,2008,"289,883,249.16",115,6.9,1392,1
459,Gremlins,11000000,11.333125,1984,"376,740,608.10",106,6.9,1629,0
460,Superman,55000000,15.460102,1978,"1,177,388,760.78",143,6.9,1042,1
461,I Am Legend,150000000,11.379355,2007,"722,015,156.09",101,6.9,4977,1
462,Men in Black,90000000,15.781023999999999,1997,"938,985,425.68",98,6.9,4521,1
463,Skyfall,200000000,20.309585000000002,2012,"1,234,577,748.36",143,6.9,7718,1
464,The Hunger Games,75000000,20.031667000000002,2012,"769,784,729.72",142,6.9,9634,1
465,Kung Fu Panda,130000000,16.897541,2008,"750,288,360.39",90,6.9,3231,1
466,Unbreakable,75000000,14.67855,2000,"368,430,914.86",106,6.9,1994,1
467,Meet Joe Black,90000000,14.026744,1998,"224,231,801.04",178,6.9,1174,1
468,Troy,175000000,15.387275,2004,"673,307,036.30",163,6.9,2841,1
469,Shooter,61000000,14.246917999999999,2007,"118,040,144.13",124,6.9,1495,1
470,Mean Girls,17000000,11.454835000000001,2004,"174,675,818.50",97,6.9,2401,1
471,Die Hard: With a Vengeance,90000000,15.138855,1995,"614,253,254.57",128,6.9,2094,1
472,Pirates of the Caribbean: At World's End,300000000,31.363664,2007,"1,185,372,407.14",169,6.9,4627,0
473,The Walk,35000000,9.425787,2015,"66,009,377.93",123,6.9,1151,1
474,Babel,25000000,12.60853,2006,"171,646,465.96",143,6.9,1083,1
475,From Dusk Till Dawn,19000000,15.339153,1996,"42,105,944.62",108,6.9,1644,1
476,Pinocchio,2600000,14.202283999999999,1940,"1,539,679,285.71",88,6.9,1412,1
477,The Simpsons Movie,75000000,14.302910999999998,2007,"650,127,859.14",87,6.9,2335,0
478,Snow White and the Seven Dwarfs,1488423,16.263878,1937,"3,283,711,581.26",83,6.9,1973,0
479,The Rock,75000000,13.249823999999998,1996,"546,051,702.93",136,6.9,1474,1
480,Equilibrium,20000000,12.671636999999999,2002,"7,617,905.65",107,6.9,1584,1
481,Collateral Beauty,36000000,14.575883,2016,"93,134,485.71",97,6.9,1553,1
482,Spy,65000000,13.257467000000002,2015,"254,260,979.74",120,6.9,2590,1
483,Ghost,22000000,11.945397,1990,"987,976,281.56",127,6.9,1381,1
484,The Accountant,44000000,13.465656,2016,"165,310,097.94",128,6.9,2121,1
485,3:10 to Yuma,55000000,18.079094,2007,"86,363,470.59",122,6.9,1210,1
486,The Place Beyond the Pines,15000000,7.4926580000000005,2013,"38,942,789.55",140,6.8,1689,0
487,Sleeping Beauty,6000000,14.276169,1959,"446,599,315.07",75,6.8,1332,1
488,The Road,32000000,14.958098000000001,2009,"32,943,344.93",111,6.8,1113,1
489,Steve Jobs,30000000,16.224866,2015,"37,159,438.51",122,6.8,1608,1
490,A.I. Artificial Intelligence,100000000,13.249364000000002,2001,"340,634,778.92",146,6.8,2011,1
491,Sinister,3000000,12.490637,2012,"86,546,474.97",110,6.8,1611,1
492,Hotel Transylvania,85000000,16.231945,2012,"399,114,293.06",91,6.8,2622,1
493,The Hunchback of Notre Dame,100000000,13.553999,1996,"163,196,330.15",91,6.8,1182,2
494,Rush Hour,33000000,11.840557,1998,"383,372,522.24",98,6.8,1254,1
495,X2,110000000,0.9130959999999999,2003,"566,586,103.69",133,6.8,3572,0
496,The Spectacular Now,2500000,8.098964,2013,"7,522,420.74",95,6.8,1074,1
497,8 Mile,41000000,8.374355,2002,"305,589,216.23",110,6.8,1676,0
498,Non-Stop,50000000,19.650229,2014,"240,694,612.25",106,6.8,2302,1
499,One Hundred and One Dalmatians,4000000,15.727519000000001,1961,"1,846,171,223.40",79,6.8,1643,0
500,A Monster Calls,43000000,24.483893,2016,"49,704,636.57",108,6.8,1023,1
501,Speed,30000000,10.859292,1994,"604,653,108.48",116,6.8,1814,1
502,School of Rock,35000000,17.951420000000006,2003,"182,440,489.45",108,6.8,1454,1
503,Insidious,1500000,17.24814,2010,"113,733,331.75",103,6.8,1775,1
504,Iron Man 3,200000000,23.721242999999998,2013,"1,333,854,105.00",130,6.8,8951,1
505,Bambi,858000,13.698132000000001,1942,"4,195,474,616.87",70,6.8,1450,0
506,The Patriot,110000000,15.960788,2000,"319,690,843.49",165,6.8,1130,1
507,The Croods,135000000,14.757874,2013,"642,189,922.27",98,6.8,2447,1
508,True Lies,115000000,11.396099000000001,1994,"653,712,769.86",141,6.8,1138,0
509,Face/Off,80000000,11.467391000000001,1997,"391,398,071.85",138,6.8,1612,1
510,Finding Dory,200000000,14.477676999999998,2016,"1,095,856,567.99",97,6.8,4333,1
511,Pitch Perfect 2,29000000,15.862632000000001,2015,"310,191,281.88",115,6.8,1997,1
512,Home,135000000,13.422713,2015,"397,976,018.94",94,6.8,1539,1
513,Insomnia,46000000,11.424974,2002,"161,628,026.85",118,6.8,1181,1
514,10 Cloverfield Lane,15000000,14.421528,2016,"115,370,157.71",103,6.8,2537,1
515,The Fate of the Furious,250000000,48.573287,2017,"1,292,338,434.97",136,6.8,3803,1
516,American Hustle,40000000,16.478036,2013,"275,642,193.35",138,6.8,2868,1
517,Beauty and the Beast,160000000,287.253654,2017,"1,317,503,208.37",129,6.8,5530,1
518,The DUFF,8500000,8.592449,2015,"46,963,171.79",100,6.8,1372,0
519,Spider-Man,139000000,29.413341,2002,"1,167,931,498.00",121,6.8,5398,1
520,A Bug's Life,120000000,16.869208999999998,1998,"569,848,406.42",95,6.8,2379,1
521,Mission: Impossible - Ghost Protocol,145000000,14.258429999999999,2011,"789,854,207.50",133,6.8,4026,0
522,Thor: The Dark World,170000000,34.905446999999995,2013,"707,368,701.68",112,6.8,4873,1
523,Dumbo,812000,14.655879,1941,"27,831,292.52",64,6.8,1206,1
524,Big Eyes,10000000,7.412826,2014,"31,202,001.53",105,6.8,1236,1
525,Cinderella,2900000,14.436857999999999,1950,"2,796,693,975.75",74,6.8,1760,0
526,Sing,75000000,20.045673,2016,"673,816,078.95",108,6.8,2363,1
527,Dawn of the Dead,28000000,13.157873,2004,"138,552,284.92",101,6.8,1039,1
528,We're the Millers,37000000,18.474368,2013,"296,298,267.07",110,6.8,3053,0
529,Lawless,26000000,7.968423,2012,"59,778,316.66",115,6.8,1055,1
530,War Dogs,40000000,16.453573000000002,2016,"91,875,698.05",114,6.8,1392,1
531,X-Men,75000000,0.954467,2000,"440,034,942.24",104,6.8,4172,1
532,Pacific Rim,180000000,33.949359,2013,"447,313,575.38",131,6.7,4903,1
533,Escape Plan,50000000,14.191610999999998,2013,"134,890,102.50",115,6.7,1688,1
534,The World's End,20000000,9.830382,2013,"50,579,530.84",109,6.7,1820,1
535,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,18.13542,2005,"980,388,832.08",143,6.7,2709,0
536,Now You See Me 2,90000000,39.540653000000006,2016,"356,809,466.13",129,6.7,3362,1
537,Don't Breathe,9900000,25.869883,2016,"167,377,858.61",88,6.7,1830,0
538,World War Z,200000000,26.114917000000002,2013,"583,681,890.56",116,6.7,5683,1
539,Top Gun,15000000,20.301019,1986,"832,496,210.54",110,6.7,1736,1
540,Easy A,8000000,15.138144,2010,"87,873,931.17",92,6.7,2282,1
541,Brave,185000000,15.876341,2012,"600,252,639.50",93,6.7,4760,0
542,War for the Planet of the Apes,152000000,146.161786,2017,"385,905,614.60",140,6.7,1675,1
543,The Adventures of Tintin,130000000,19.201504,2011,"422,877,172.76",107,6.7,2095,1
544,In Time,40000000,10.324613000000001,2011,"197,750,348.59",109,6.7,3512,0
545,Spider-Man 2,200000000,10.834506,2004,"1,060,926,698.75",127,6.7,4432,1
546,Anchorman: The Legend of Ron Burgundy,26000000,10.330119999999999,2004,"122,603,599.11",94,6.7,1523,0
547,"I, Robot",120000000,14.43075,2004,"470,026,299.74",115,6.7,3889,1
548,Pitch Black,23000000,6.424399,2000,"78,978,422.80",108,6.7,1812,1
549,Pocahontas,55000000,13.280069000000001,1995,"580,660,091.58",81,6.7,1509,0
550,John Wick: Chapter 2,40000000,49.247505,2017,"178,958,584.68",122,6.7,2924,1
551,21 Jump Street,42000000,11.250764,2012,"224,500,733.32",109,6.7,4151,1
552,Shrek 2,150000000,16.229860000000002,2004,"1,245,117,895.29",93,6.7,3082,1
553,Fast & Furious 6,160000000,1.6576369999999998,2013,"865,516,899.76",130,6.7,5282,1
554,Kung Fu Panda 2,150000000,11.481921,2011,"756,858,676.09",91,6.7,1925,1
555,Passengers,110000000,20.303632,2016,"322,974,831.94",116,6.7,4134,2
556,Hook,70000000,14.508137,1991,"564,820,691.93",144,6.7,1563,1
557,Lemony Snicket's A Series of Unfortunate Events,140000000,12.817945,2004,"283,007,575.58",108,6.7,1521,1
558,Seven Psychopaths,15000000,9.643538000000001,2012,"21,630,105.13",110,6.7,1224,1
559,Trolls,125000000,16.83711,2016,"369,555,178.89",92,6.7,1054,1
560,Charlie and the Chocolate Factory,150000000,22.038404999999997,2005,"621,861,304.14",115,6.7,3759,1
561,Lincoln,65000000,10.680330999999999,2012,"306,587,696.71",149,6.7,1456,1
562,Zero Dark Thirty,40000000,9.649303,2012,"147,919,238.16",157,6.7,1723,1
563,Megamind,130000000,11.603905000000001,2010,"377,379,913.28",95,6.7,1968,1
564,Kung Fu Panda 3,145000000,14.696548000000002,2016,"555,264,083.14",95,6.7,1630,1
565,Enemy of the State,90000000,12.978750999999999,1998,"393,197,319.42",132,6.7,1266,1
566,The Princess and the Frog,105000000,16.616517,2009,"318,338,471.38",97,6.7,1293,0
567,Orphan,20000000,8.730934,2009,"49,585,833.94",123,6.7,1296,1
568,Step Up,12000000,14.21769,2006,"144,839,396.72",104,6.7,1092,1
569,The Proposal,40000000,8.058337,2009,"378,334,710.61",108,6.7,1858,1
570,Everest,55000000,10.758754,2015,"219,478,621.22",121,6.7,1805,2
571,Phone Booth,13000000,9.142772,2002,"139,060,345.67",81,6.7,1087,1
572,Mission: Impossible,80000000,15.793477,1996,"745,907,960.46",110,6.7,2677,1
573,The Gift,5000000,8.585856,2015,"63,632,242.92",108,6.7,1077,2
574,The Holiday,85000000,14.043416,2006,"246,274,487.05",136,6.7,1259,1
575,Lethal Weapon 2,25000000,12.834276,1989,"469,856,969.52",114,6.7,1066,1
576,Valkyrie,75000000,8.635464,2008,"237,856,819.32",121,6.7,1195,1
577,Starship Troopers,105000000,14.412644,1997,"193,112,250.46",129,6.7,1584,0
578,The Jungle Book,175000000,17.432758,2016,"1,029,779,118.42",106,6.7,2977,0
579,Death Proof,25000000,13.412137,2007,"30,883,696.40",113,6.7,1359,1
580,Vicky Cristina Barcelona,15000000,9.648539,2008,"114,499,267.61",96,6.7,1050,1
581,Red Dragon,78000000,2.968157,2002,"297,340,152.30",124,6.7,1142,1
582,The Lobster,4000000,11.223033000000001,2015,"16,891,512.87",118,6.7,1340,1
583,Focus,50100000,10.035362,2015,"166,111,095.52",105,6.7,2588,1
584,Cinderella,95000000,19.801128,2015,"586,399,240.77",105,6.7,2426,0
585,Romeo + Juliet,14500000,11.774061,1996,"240,052,856.52",120,6.7,1406,1
586,The Mist,18000000,8.435642,2007,"70,426,897.17",126,6.7,1438,0
587,Atlantis: The Lost Empire,120000000,10.901602,2001,"268,627,540.84",95,6.7,1257,0
588,Independence Day,75000000,17.634197,1996,"1,331,415,180.55",145,6.7,3334,1
589,Hotel Transylvania 2,80000000,11.760218,2015,"510,565,962.70",89,6.7,1528,1
590,Up in the Air,25000000,8.338562,2009,"195,106,848.48",109,6.7,1246,1
591,The Matrix Reloaded,150000000,16.229317,2003,"1,026,412,736.66",138,6.7,3500,1
592,Pearl Harbor,140000000,11.419388,2001,"648,592,860.74",183,6.6,1833,1
593,Dredd,50000000,12.1524,2012,"45,702,746.64",95,6.6,1971,1
594,The Hunger Games: Mockingjay - Part 2,160000000,26.628178000000002,2015,"704,985,680.75",137,6.6,4117,1
595,Super 8,50000000,19.529911,2011,"295,716,068.81",112,6.6,2496,0
596,A Christmas Carol,200000000,12.869273,2009,"387,703,024.56",96,6.6,1137,0
597,Pineapple Express,27000000,8.461369,2008,"120,694,251.53",111,6.6,1169,1
598,Looper,30000000,12.727269,2012,"52,389,544.43",118,6.6,4777,1
599,50 First Dates,75000000,11.134888,2004,"265,964,388.18",99,6.6,2161,1
600,Captain America: The First Avenger,140000000,19.323582000000002,2011,"421,319,213.93",124,6.6,7174,1
601,Thor,150000000,29.15848900000001,2011,"510,861,788.45",115,6.6,6678,1
602,Star Trek Beyond,185000000,20.659284,2016,"365,940,597.30",122,6.6,2636,1
603,Ender's Game,110000000,12.500305,2013,"137,767,638.36",114,6.6,2354,1
604,The Good Dinosaur,175000000,12.319595,2015,"358,116,100.37",93,6.6,1782,1
605,Meet the Parents,55000000,14.178281,2000,"490,676,784.59",108,6.6,1743,1
606,King Kong,207000000,19.761164,2005,"720,097,286.23",187,6.6,2403,2
607,The Cabin in the Woods,30000000,14.811957999999999,2012,"74,043,948.85",95,6.6,2314,0
608,Chappie,49000000,30.206365,2015,"112,636,980.69",120,6.6,3124,0
609,Cloud Atlas,102000000,13.494245999999999,2012,"145,315,633.05",172,6.6,3031,1
610,The Transporter,21000000,13.217421,2002,"62,438,176.28",92,6.6,1724,1
611,GoldenEye,58000000,14.686035999999998,1995,"590,918,730.27",130,6.6,1194,1
612,The Book of Eli,80000000,14.39853,2010,"184,192,815.01",118,6.6,2207,1
613,The Italian Job,60000000,13.995044,2003,"244,680,123.50",110,6.6,1949,2
614,Enchanted,85000000,11.447797999999999,2007,"419,984,045.42",107,6.6,1512,1
615,Real Steel,110000000,19.265552,2011,"340,253,256.98",127,6.6,2749,1
616,Dear John,25000000,8.371478999999999,2010,"134,798,924.77",115,6.6,1302,1
617,Die Hard 2,70000000,18.785984,1990,"469,594,114.28",124,6.6,1920,1
618,It Follows,2000000,20.359336,2015,"15,831,903.94",100,6.6,1894,0
619,Panic Room,48000000,14.969501999999999,2002,"279,148,521.49",111,6.6,1303,1
620,Batman Returns,80000000,15.001681,1992,"510,306,486.10",126,6.6,1706,0
621,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,133.82782,2017,"828,538,928.32",129,6.6,2814,1
622,Cars,120000000,18.907948,2006,"585,957,793.65",117,6.6,3991,1
623,Chronicle,15000000,12.47441,2012,"161,483,013.94",84,6.6,1965,0
624,Transformers,150000000,5.587707,2007,"875,411,436.30",144,6.6,4113,1
625,Disturbia,20000000,18.006895999999994,2007,"145,254,540.59",105,6.6,1038,1
626,The Hunger Games: Mockingjay - Part 1,125000000,147.098006,2014,"812,471,603.53",123,6.6,5767,1
627,The Purge: Anarchy,9000000,27.756026000000002,2014,"117,514,887.95",104,6.6,2008,0
628,2 Guns,61000000,13.336511999999999,2013,"144,794,691.38",109,6.6,1611,1
629,RED,58000000,12.595165,2010,"84,019,856.87",111,6.6,2858,0
630,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,3
631,Blended,40000000,10.395472,2014,"133,407,569.82",117,6.6,1028,1
632,Underworld,22000000,20.624333,2003,"133,003,545.95",121,6.6,2556,1
633,Déjà Vu,75000000,14.922904,2006,"229,010,741.74",126,6.6,1519,1
634,The Call,13000000,8.611077,2013,"75,253,034.57",94,6.6,1275,1
635,The Fast and the Furious,38000000,1.406181,2001,"299,280,065.63",106,6.6,3485,1
636,9,30000000,18.502876999999998,2009,"57,729,863.45",79,6.6,1291,1
637,Mad Max,400000,11.412619,1979,"352,203,856.75",93,6.6,1235,1
638,Love & Other Drugs,30000000,7.5756960000000015,2010,"120,545,969.95",112,6.6,1268,0
639,Madagascar,75000000,16.136217000000002,2005,"697,421,646.57",86,6.6,3322,1
640,Kingdom of Heaven,130000000,16.296471,2005,"277,097,570.41",144,6.6,1187,1
641,The Lovely Bones,65000000,12.738789,2009,"111,489,474.78",136,6.6,1101,1
642,Rango,135000000,10.581925,2011,"279,376,527.29",107,6.6,2094,1
643,Crank,12000000,12.627593,2006,"54,451,722.14",88,6.6,1172,1
